rip_geog,ateco2007,forma_giu,anno,unit_loc,gruppo,PER_tot,PER_dir,PER_qua,PER_imp,PER_ope,DIP_dic13,PER_indet,PER_deter,PER_appre,PER_chiam,DIP_TemPar_tot,DIP_TemPar_indet,DIP_TemPar_term,ORE14,FAT14
2,Fabbricazione di carta e cartone,13,2008,5,1,450,6,18,119,307,451,435,15,0,0,6,6,0,191506,147000000
2,Preparazione e concia del cuoio e pelle; preparazione e tintura di pellicce,13,1989,7,1,450,4,1,96,349,471,442,8,0,0,26,25,1,833395,222411005
1,Elaborazione dati,13,2003,8,3,449,7,16,387,39,450,344,70,35,0,88,78,10,813120,36423395
1,"Commercio all'ingrosso di altre macchine e attrezzature per l'industria, il commercio e la navigazio",13,1962,7,2,447,24,78,319,26,452,420,0,27,0,22,22,0,313740,248808183
3,Studi medici specialistici e poliambulatori,13,1999,67,1,442,5,82,355,0,179,442,0,0,0,39,39,0,292807,25069418
2,Produzione di software non connesso all'edizione,13,1985,7,2,442,17,47,378,0,313,442,0,0,0,12,12,0,183872,33299074
2,Fabbricazione di apparecchi elettrici ed elettronici per telecomunicazioni,13,1992,2,1,442,8,2,94,338,480,435,7,0,0,45,45,0,644044,50000
1,Fabbricazione di altre parti ed accessori per autoveicoli e loro motori,13,1991,3,1,442,10,24,73,335,483,440,2,0,0,12,12,0,634707,99174000
3,"Gestione di strade, ponti, gallerie",13,1961,1,1,442,6,9,387,40,999,435,7,0,0,126,119,7,600200,196936000
1,Organizzazione di convegni e fiere,13,2000,1,1,441,27,74,340,0,438,424,17,0,0,46,46,0,884596,191098308
1,Fabbricazione di altri articoli metallici e minuteria metallica,13,1973,6,1,441,10,5,147,279,427,428,11,2,0,20,20,0,74772,110445017
1,Confezioni varie e accessori per l'abbigliamento,13,2002,23,1,439,17,42,316,64,463,393,44,2,0,24,23,1,855000,181229934
3,Produzione di cemento,13,1989,45,1,439,11,7,147,274,607,438,1,0,0,1,1,0,547456,97881388
1,Altri servizi di supporto alle imprese nca,13,1966,97,3,438,5,8,346,79,421,403,33,2,0,180,158,22,592775,37271889
4,Pulizia generale (non specializzata) di edifici,13,1985,1,3,438,0,0,8,430,367,419,9,9,1,403,394,9,313873,5946367
4,Supermercati,13,1994,89,1,438,1,0,387,50,410,397,15,26,0,6,6,0,700000,92773347
2,Fabbricazione di apparecchiature fotografiche e cinematografiche,13,1989,9,2,437,3,16,111,307,436,434,3,0,0,53,53,0,664965,121592398
2,Fabbricazione di elettrodomestici,13,1997,0,2,437,5,7,65,360,405,402,35,0,0,16,16,0,652566,93934248
1,Stabilimenti termali,13,1921,8,1,434,1,14,117,302,275,144,284,6,0,18,3,15,559561,28468782
1,"Fabbricazione di macchine tessili, di macchine e di impianti per il trattamento ausiliario dei tessi",13,1993,48,1,430,1,2,29,398,392,344,65,21,0,121,102,19,599252,170456765
2,"Fabbricazione di macchine tessili, di macchine e di impianti per il trattamento ausiliario dei tessi",13,2011,0,1,429,12,24,187,206,440,417,5,7,0,12,12,0,686000,204108854
2,Edizione di riviste e periodici,13,2006,5,1,428,8,29,219,172,406,373,30,25,0,8,8,0,811000,329000000
1,Fabbricazione di altre parti ed accessori per autoveicoli e loro motori,13,1989,1,3,427,9,0,104,314,438,407,8,12,0,45,45,0,675662,122059581
2,Fabbricazione di piastrelle in ceramica per pavimenti e rivestimenti,13,1968,3,1,426,13,13,141,259,421,410,10,6,0,17,17,0,630000,130000000
1,Ospedali e case di cura generici,13,1984,4,3,425,0,0,402,23,403,407,18,0,0,50,49,1,637282,57929308
4,Trasporto terrestre di passeggeri in aree urbane e suburbane,13,1984,6,3,424,1,16,42,365,449,423,1,0,0,1,0,1,814080,23571474
2,Intermediazione monetaria di istituti monetari diverse dalle Banche centrali,13,1991,47,3,424,7,117,289,11,494,424,0,0,0,0,0,0,618750,86391
2,Fabbricazione di radiatori e contenitori in metallo per caldaie per il riscaldamento centrale,13,1986,3,1,424,3,13,76,332,478,416,6,2,0,3,3,0,646952,63800000
2,Supermercati,13,2003,17,2,423,0,1,388,34,411,351,66,6,0,172,143,29,750000,80331321
4,Fabbricazione di altre parti ed accessori per autoveicoli e loro motori,13,1989,3,2,422,16,12,126,268,428,420,2,0,0,11,10,1,685021,145353645
1,Commercio al dettaglio di articoli di pelletteria e da viaggio,13,2001,51,1,421,0,9,406,6,383,360,61,0,0,29,25,4,624382,97223000
3,Pulizia generale (non specializzata) di edifici,13,1994,1,3,421,0,0,4,417,271,389,32,0,0,421,389,32,163522,6288417
2,"Fabbricazione di macchine per l'industria alimentare, delle bevande e del tabacco (incluse parti e a",13,1990,4,2,420,12,7,237,164,416,396,23,1,0,31,31,0,686853,112924672
2,Fabbricazione di medicinali e preparati farmaceutici,13,1995,2,3,418,8,24,163,223,409,411,7,0,0,12,12,0,259589,82657644
4,Pulizia generale (non specializzata) di edifici,13,1993,2,3,418,0,1,13,404,568,417,1,0,0,404,403,1,224210,4773250
2,Trattamento e smaltimento di rifiuti non pericolosi; produzione di compost,13,2001,8,1,417,5,14,220,178,397,363,52,2,0,33,31,2,6415777,8686300
3,"Fabbricazione di aeromobili, di veicoli spaziali e dei relativi dispositivi",13,1963,3,3,417,2,12,133,270,378,417,0,0,0,0,0,0,702377,65169181
1,Commercio all'ingrosso di abbigliamento e accessori,13,1976,10,1,416,16,51,349,0,400,380,36,0,0,20,20,0,739200,234000000
1,Fabbricazione di altri prodotti in gomma,13,1975,1,2,415,6,10,80,319,422,396,19,0,0,43,43,0,622650,62701000
1,Edizione di riviste e periodici,13,1950,9,2,414,35,57,316,6,464,394,15,5,0,21,21,0,715975,145226601
1,Fabbricazione di medicinali e preparati farmaceutici,13,2006,1,2,412,10,44,175,183,432,412,0,0,0,2,2,0,646000,99330483
1,Confezione in serie di abbigliamento esterno,13,2002,60,1,411,7,27,355,22,438,411,0,0,0,32,32,0,5121,122469724
2,Alberghi,13,1967,4,3,411,0,4,34,373,467,192,196,0,23,8,7,1,769392,35498838
3,Fabbricazione di materassi,13,1984,1,3,410,0,0,30,380,410,350,60,0,0,15,15,0,685848,30000000
4,Fabbricazione di altre parti ed accessori per autoveicoli e loro motori,13,1991,0,3,409,29,19,58,303,474,408,1,0,0,0,0,0,600586,48283554
1,Preparazione o miscelazione di derivati del petrolio (esclusa la petrolchimica),13,1984,2,1,407,9,12,71,315,407,388,19,0,0,3,3,0,683671,387000000
4,Commercio al dettaglio di elettrodomestici in esercizi specializzati,13,1979,32,3,406,0,0,382,24,431,352,40,14,0,9,8,1,72000,124595235
3,"Raccolta, trattamento e fornitura di acqua",13,2001,2,1,405,5,5,132,263,404,405,0,0,0,12,12,0,724462,53675000
4,Supermercati,13,1995,12,3,402,0,1,111,290,359,368,34,0,0,126,112,14,526520,121546956
4,Alberghi,13,2004,1,2,400,1,8,46,345,367,140,250,10,0,43,8,35,470000,21767560
1,"Fabbricazione di elementi ottici e strumenti ottici di misura, controllo e precisione",13,1963,5,2,399,11,45,172,171,395,391,8,0,0,76,75,1,600000,63698241
1,Fabbricazione di altre apparecchiature elettriche,13,1959,2,2,399,15,32,182,170,415,398,1,0,0,1,1,0,680903,161101000
1,"Fabbricazione di pitture, vernici e smalti, inchiostri da stampa e adesivi sintetici",13,1915,2,2,399,26,27,158,188,416,397,2,0,0,14,14,0,6666,197114509
2,"Fabbricazione di macchine da miniera, cava e cantiere (incluse parti e accessori)",13,1979,3,3,399,15,28,153,203,421,390,9,0,0,20,20,0,526000,131000000
2,Lavorazioni preliminari alla stampa e ai media,13,1997,8,1,397,7,8,143,239,395,384,5,8,0,10,10,0,665089,152790336
1,Tessitura,13,1974,1,1,397,6,1,82,308,418,387,10,0,0,23,20,3,640000,54800000
1,Tessitura,13,1977,5,1,395,13,29,83,270,405,349,28,18,0,14,14,0,132296,112696200
1,Fabbricazione di prodotti igienico-sanitari e per uso domestico in carta e ovatta di cellulosa,13,1998,1,2,395,17,39,115,224,364,369,26,0,0,3,3,0,664999,189000000
1,Fabbricazione di serrature e cerniere e ferramenta simili,13,1962,0,1,395,10,10,105,270,398,379,16,0,0,11,10,1,637000,71000000
1,"Confezionamento di biancheria da letto, da tavola e per l'arredamento",13,1969,46,1,395,5,14,228,148,465,355,40,0,0,127,92,35,541482,60766000
1,Tessitura,13,1990,2,3,394,3,19,80,292,357,388,3,3,0,9,9,0,490180,80350000
2,Edizione di libri,13,1968,33,1,393,26,60,236,71,260,330,63,0,0,42,42,0,574455,142223348
2,Fabbricazione di articoli in materie tessili nca,13,1974,3,2,393,7,10,93,283,381,314,69,10,0,11,11,0,245623,55257332
1,Altra stampa,13,1981,1,2,391,7,8,73,303,282,383,8,0,0,15,15,0,450486,72680697
1,Commercio all'ingrosso di medicinali,13,1994,6,1,390,2,9,379,0,384,374,16,0,0,51,51,0,594300,450000000
2,Altra stampa,13,1976,28,1,390,6,6,268,110,400,300,85,5,0,120,90,30,580000,62987197
1,Lavorazione e conservazione di frutta e di ortaggi (esclusi i succhi di frutta e di ortaggi),13,1984,1,3,389,9,3,93,284,286,281,108,0,0,24,21,3,568303,101523
1,Consulenza nel settore delle tecnologie dell'informatica,13,2008,7,3,388,26,76,229,57,277,324,7,57,0,14,14,0,383021,23826805
1,Servizi di vigilanza privata,13,1973,0,3,387,0,2,1,384,365,387,0,0,0,52,52,0,840395,22436753
4,Produzione di alluminio e semilavorati,13,1957,2,1,386,13,5,161,207,373,386,0,0,0,1,1,0,667396,203927606
3,Fabbricazione di altri articoli metallici e minuteria metallica,13,2011,2,1,384,1,6,96,281,391,384,0,0,0,3,3,0,512903,38149149
1,Altri trasporti terrestri di passeggeri nca,13,2002,4,1,384,2,3,40,339,387,362,22,0,0,54,53,1,687000,30032000
2,Fabbricazione di parti ed accessori per biciclette,13,1981,0,1,384,12,18,133,221,387,374,9,0,1,37,37,0,622000,115368064
4,Fabbricazione di altre pompe e compressori,13,2005,0,2,381,1,5,27,348,261,336,45,0,0,0,0,0,134775,12000000
2,Farmacie,13,1997,62,3,381,1,19,76,285,382,367,13,1,0,293,293,0,596500,14823887
3,Intermediazione monetaria di istituti monetari diverse dalle Banche centrali,13,1991,60,3,381,2,99,277,3,400,381,0,0,0,26,26,0,555938,74349000
2,"Altre attività professionali, scientifiche e tecniche nca",13,1976,0,3,380,1,15,336,28,348,303,36,41,0,19,19,0,577308,30735608
1,Consulenza imprenditoriale e altra consulenza amministrativo-gestionale e pianificazione aziendale,13,1958,4,1,380,22,33,315,10,389,328,22,30,0,18,18,0,608204,36672496
3,Ospedali e case di cura per lunga degenza,13,1992,2,1,379,1,9,322,47,391,376,3,0,0,47,47,0,731952,28037082
3,Raccolta di rifiuti solidi non pericolosi,13,2001,15,1,379,3,4,109,263,385,379,0,0,0,2,2,0,618869,65984252
2,Fabbricazione di altre apparecchiature elettriche,13,1998,3,2,379,17,33,148,181,398,358,21,0,0,18,18,0,627417,116322700
2,Confezione in serie di abbigliamento esterno,13,1992,10,1,378,8,18,248,104,400,351,27,0,0,1,1,0,603200,847389030
3,Altre attività dei servizi connessi alle tecnologie dell'informatica,13,2000,4,3,378,0,5,303,70,203,300,14,64,0,80,79,1,39916,18066095
1,Intermediazione monetaria di istituti monetari diverse dalle Banche centrali,13,1936,21,3,378,20,163,191,4,362,371,7,0,0,12,12,0,580213,78583514
1,Fabbricazione di accessori e pezzi staccati per motocicli e ciclomotori,13,1933,1,3,376,1,11,109,255,306,328,48,0,0,34,34,0,600000,67000000
1,"Commercio al dettaglio di prodotti vari, mediante l'intervento di un dimostratore o di un incaricato",13,1966,2,3,376,17,38,225,96,390,356,20,0,0,86,79,7,574256,153016189
1,Trasporto di merci su strada,13,1975,84,3,376,4,34,329,9,306,300,70,6,0,23,23,0,588860,140779999
1,Tessitura,13,1971,10,3,375,11,5,137,222,336,307,68,0,0,28,21,7,585159,77916660
4,"Gestione di strade, ponti, gallerie",13,1925,1,1,374,2,15,324,33,375,373,0,1,0,39,39,0,594198,75187327
3,Servizi di disinfestazione,13,1990,8,2,373,3,10,181,179,308,342,31,0,0,18,16,2,539272,35046768
2,Fabbricazione di piastrelle in ceramica per pavimenti e rivestimenti,13,1968,5,3,373,4,25,103,241,469,365,5,3,0,3,3,0,562968,75889155
1,Fabbricazione di altri prodotti in gomma,13,1995,96,2,372,8,29,75,260,381,369,3,0,0,3,3,0,574043,113705268
1,Fabbricazione di articoli di bulloneria,13,1966,0,1,371,3,4,48,316,434,356,15,0,0,0,0,0,767483,150532295
1,Produzione di altri prodotti alimentari nca,13,1980,0,2,371,14,38,207,112,367,354,17,0,0,32,32,0,577964,255989023
4,Riparazione e manutenzione di altre macchine di impiego generale,13,1952,1,3,371,0,4,70,297,371,297,74,0,0,2,2,0,640000,40000000
1,Attività dei call center,13,2002,8,3,370,7,18,344,1,327,363,6,1,0,192,192,0,462413,46640873
2,Preparazione e concia del cuoio e pelle; preparazione e tintura di pellicce,13,2005,3,1,370,2,15,40,313,300,310,60,0,0,4,4,0,9900100,150000000
1,Produzione di preparati omogeneizzati e di alimenti dietetici,13,1984,2,1,369,9,5,98,257,313,358,11,0,0,4,4,0,532682,93774604
2,Lavorazione e trasformazione del vetro piano,13,1977,10,1,369,6,8,83,272,368,369,0,0,0,10,10,0,623805,36272642
2,Fabbricazione di attrezzature di uso non domestico per la refrigerazione e la ventilazione; fabbrica,13,1970,1,1,369,3,7,56,303,360,338,31,0,0,80,74,6,562585,51263947
1,"Fucinatura, imbutitura, stampaggio e profilatura dei metalli; metallurgia delle polveri",13,1980,2,3,367,10,20,148,189,367,0,367,0,0,0,0,0,413870,137895626
1,Ospedali e case di cura generici,13,1991,0,1,367,0,0,282,85,364,349,18,0,0,48,48,0,517798,51839604
3,Trasporto aereo di linea di passeggeri,13,2000,2,1,367,0,3,364,0,334,341,26,0,0,23,23,0,217440,130991337
2,Supermercati,13,1986,20,1,367,0,1,366,0,365,320,23,24,0,60,60,0,35557896,150000000
2,Fabbricazione di altre parti ed accessori per autoveicoli e loro motori,13,2008,16,1,366,9,2,117,238,350,365,1,0,0,16,16,0,585523,124566049
3,"Raccolta, trattamento e fornitura di acqua",13,2004,27,1,366,8,8,191,159,420,358,8,0,0,9,9,0,617174,75153196
1,Fusione di metalli leggeri,13,1989,1,2,366,9,13,71,273,364,364,2,0,0,9,9,0,794389,83379395
1,"Fabbricazione di mobili per uso medico, apparecchi medicali per diagnosi, di materiale medico-chirur",13,1949,1,1,366,14,34,129,189,382,361,3,2,0,3,2,1,636623,86334189
1,Trasporto terrestre di passeggeri in aree urbane e suburbane,13,1971,1,2,364,2,7,24,331,372,346,18,0,0,55,53,2,623203,34898127
3,Lavorazione e trasformazione del vetro piano,13,1922,11,2,364,17,43,152,152,363,359,1,4,0,6,6,0,406591,45363730
2,"Fabbricazione di motori, generatori e trasformatori elettrici",13,1980,1,1,363,4,3,63,293,363,358,4,1,0,28,27,1,584350,96882000
1,Trasporto terrestre di passeggeri in aree urbane e suburbane,13,1990,0,2,362,2,9,36,315,384,335,27,0,0,4,2,2,534000,35277000
3,"Fabbricazione di pitture, vernici e smalti, inchiostri da stampa e adesivi sintetici",13,1976,6,3,362,7,23,188,144,345,323,39,0,0,9,9,0,585000,97101075
3,Commercio all'ingrosso di articoli per l'illuminazione; materiale elettrico vario per uso domestico,13,2007,21,1,361,0,2,185,174,319,348,11,2,0,19,16,3,535394,91617289
2,"Fabbricazione di pitture, vernici e smalti, inchiostri da stampa e adesivi sintetici",13,1966,6,2,360,13,29,116,202,353,320,40,0,0,4,4,0,587386,90000000
2,Commercio al dettaglio di calzature e accessori,13,1984,21,1,360,0,0,360,0,354,355,5,0,0,66,61,5,720000,87352267
3,Fabbricazione di calzature,13,1996,44,3,359,1,1,90,267,348,293,49,16,1,3,1,2,564506,203835842
4,Intermediazione monetaria di istituti monetari diverse dalle Banche centrali,13,1993,1,1,358,5,0,29,324,348,358,0,0,0,3,3,0,599572,73892000
2,Fabbricazione di imballaggi in materie plastiche,13,2002,2,1,358,7,2,86,263,349,358,0,0,0,16,16,0,581188,201673906
1,Altre attività di ricerca e sviluppo sperimentale nel campo delle scienze naturali e dell'ingegneri,13,1994,0,2,357,8,101,248,0,267,332,25,0,0,11,11,0,474290,44677126
1,Intermediari del commercio di prodotti farmaceutici e di cosmetici,13,1994,0,2,357,8,101,248,0,267,324,25,8,0,11,11,0,474290,44677126
1,"Fabbricazione di pitture, vernici e smalti, inchiostri da stampa e adesivi sintetici",13,1910,6,1,357,19,38,183,117,342,338,14,5,0,0,0,0,566423,89565799
3,Produzione di software non connesso all'edizione,13,1982,5,1,356,26,100,223,7,394,347,2,7,0,34,34,0,541977,38516180
2,Fabbricazione di macchine per la stampa e la legatoria (incluse parti e accessori),13,1987,1,2,356,16,28,246,66,386,349,6,1,0,19,19,0,600000,148741209
2,Discount di alimentari,13,1995,45,3,356,0,1,311,44,301,280,47,28,1,218,189,29,401317,65284707
1,Tessitura,13,1980,0,3,356,15,12,76,253,356,352,4,0,0,17,17,0,629754,115700000
3,Produzione di software non connesso all'edizione,13,1979,9,1,356,0,1,347,8,304,307,49,0,0,94,87,7,504937,20682446
1,Fabbricazione di attrezzature ed articoli di vestiario protettivi di sicurezza,13,1967,3,1,354,8,23,71,252,344,353,0,1,0,0,0,0,459863,41531919
2,"Raccolta, trattamento e fornitura di acqua",13,2001,1,3,353,0,18,161,174,380,353,0,0,0,9,9,0,525463,90000000
1,Fabbricazione di medicinali e preparati farmaceutici,13,2008,1,1,353,31,75,127,120,321,325,26,2,0,14,14,0,557940,523000000
2,Altre attività dei servizi di informazione nca,13,1986,0,1,352,2,1,3,346,223,180,136,0,36,213,122,91,348187,5964172
2,Fabbricazione di calzature,13,1980,6,1,352,2,8,184,158,283,283,69,0,0,11,10,1,522518,127103109
3,"Commercio all'ingrosso di prodotti petroliferi e lubrificanti per autotrazione, di combustibili per",13,1987,33,1,351,8,24,89,230,363,340,11,0,0,14,14,0,661579,442510562
4,Trasporto marittimo e costiero di merci,13,2001,0,1,351,35,1,135,180,350,350,1,0,0,0,0,0,439314,27574858
3,Servizi di vigilanza privata,13,1982,3,1,351,0,1,11,339,253,321,30,0,0,2,2,0,581820,20294536
3,Assicurazioni diverse da quelle sulla vita,13,1992,12,2,350,11,68,271,0,352,339,11,0,0,23,23,0,537431,987230660
1,Fabbricazione di altri prodotti in gomma,13,1971,0,1,350,18,32,120,180,360,340,10,0,0,2,2,0,527450,97000000
1,Servizi di progettazione di ingegneria integrata,13,1978,14,1,350,5,6,337,2,289,302,48,0,0,12,8,4,525161,24477164
1,Fabbricazione di macchine utensili per la formatura dei metalli (incluse parti e accessori ed esclus,13,1971,5,1,350,17,44,194,95,341,337,8,5,0,9,9,0,642326,9801668
4,Fabbricazione di altre parti ed accessori per autoveicoli e loro motori,13,1983,3,3,350,0,2,57,291,265,311,29,10,0,5,5,0,441612,39747000
3,Fabbricazione di computer e unità periferiche,13,1999,11,2,348,11,8,224,105,290,276,67,5,0,8,8,0,537864,36514908
2,Lavorazione e conservazione di frutta e di ortaggi (esclusi i succhi di frutta e di ortaggi),13,1948,2,3,348,3,10,99,236,266,269,79,0,0,11,10,1,489464,111498481
1,"Fabbricazione di macchine tessili, di macchine e di impianti per il trattamento ausiliario dei tessi",13,1961,1,1,348,6,3,107,232,412,347,0,1,0,12,12,0,701968,56780678
2,Fabbricazione di piastrelle in ceramica per pavimenti e rivestimenti,13,1976,0,1,346,7,15,116,208,297,305,20,21,0,23,23,0,470000,130000000
2,"Fabbricazione di porte, finestre e loro telai, imposte e cancelli metallici",13,2005,2,3,343,2,7,59,275,336,243,99,1,0,8,8,0,382000,64580853
2,Fabbricazione di autoveicoli,13,1978,2,1,343,11,37,156,139,332,332,6,5,0,12,12,0,553000,95215000
1,Fabbricazione di articoli in materie tessili nca,13,1969,1,3,343,7,4,62,270,356,334,7,2,0,37,36,1,503495,74917039
2,Attività di pulizia specializzata di edifici e di impianti e macchinari industriali,13,1974,0,3,343,0,0,5,338,326,6,337,0,0,330,0,330,228450,4474373
1,Attività dei call center,13,2005,1,2,342,1,26,315,0,329,342,0,0,0,172,172,0,499095,19518208
2,Altre attività di pulizia,13,1976,0,3,342,0,2,3,337,309,305,37,0,0,319,284,35,332258,7227767
2,Fabbricazione di altri prodotti in gomma,13,1980,1,1,342,6,14,82,240,328,315,25,2,0,22,20,2,546121,61515000
1,Intermediari dei trasporti,13,1974,9,3,341,10,12,310,9,327,307,25,9,0,8,8,0,620348,45405112
2,Fabbricazione di macchine per l'industria delle materie plastiche e della gomma (incluse parti e acc,13,1989,3,1,340,9,13,142,176,368,324,16,0,0,17,8,9,635796,83637548
1,Fabbricazione di apparecchiature fluidodinamiche,13,2005,1,2,339,7,19,74,239,323,298,15,26,0,5,5,0,555910,79208016
1,"Fabbricazione di stoviglie, pentolame, vasellame, attrezzi da cucina e accessori casalinghi non elet",13,1921,4,1,339,10,7,167,155,350,338,1,0,0,47,46,1,510000,86107000
1,"Gestione di strade, ponti, gallerie",13,1960,19,1,339,7,6,278,48,339,339,0,0,0,69,69,0,519141,158366000
2,Lavori di meccanica generale,13,1988,7,1,338,6,13,111,208,364,329,8,1,0,8,8,0,591569,202000000
1,Altri lavori di costruzione e installazione,13,2002,15,2,338,3,22,125,188,321,290,40,8,0,17,12,5,694910,42958578
1,Intermediazione monetaria di istituti monetari diverse dalle Banche centrali,13,1936,76,1,338,5,40,293,0,351,330,8,0,0,20,20,0,105552000,3061000
2,Fabbricazione di articoli sanitari in ceramica,13,1966,3,2,337,1,4,36,296,377,337,0,0,0,4,4,0,449460,44000000
4,Ospedali e case di cura generici,13,1971,1,3,337,0,0,250,87,318,332,5,0,0,68,66,2,358079,21767260
1,"Fabbricazione di lastre, fogli, tubi e profilati in materie plastiche",13,1980,9,2,337,8,15,81,233,367,331,5,1,0,8,8,0,591803,75949809
2,Fabbricazione di piastrelle in ceramica per pavimenti e rivestimenti,13,1980,2,3,337,8,20,71,238,336,331,6,0,0,5,5,0,531767,91981405
2,"Fabbricazione di lastre, fogli, tubi e profilati in materie plastiche",13,1965,1,3,337,11,20,120,186,312,317,20,0,0,3,3,0,516990,80300000
1,Fabbricazione di altri rubinetti e valvole,13,1998,0,1,336,7,8,90,231,326,336,0,0,0,30,30,0,580000,78515000
2,Fabbricazione di altre apparecchiature elettriche,13,1983,4,2,336,11,25,210,90,341,325,11,0,0,15,10,5,537600,85000000
2,Commercio all'ingrosso di altri prodotti alimentari,13,1977,9,1,336,1,2,174,159,363,315,21,0,0,55,55,0,582157,179249054
1,Assicurazioni diverse da quelle sulla vita,13,1963,24,1,335,11,47,277,0,353,334,1,0,0,10,10,0,452528,350188351
1,Produzione di alluminio e semilavorati,13,1977,1,1,335,4,1,97,233,335,314,21,0,0,12,12,0,429100,412000000
3,Produzione di energia elettrica,13,1961,2,3,335,8,0,101,226,333,334,1,0,0,3,3,0,5500000,5000000
2,Fabbricazione di prodotti vari in legno (esclusi i mobili),13,1954,8,3,335,3,0,32,300,341,325,10,0,0,18,18,0,554811,22
1,Alberghi,13,2003,1,3,333,5,8,98,222,328,297,36,0,0,47,39,8,498299,42174361
2,Fabbricazione di prodotti cartotecnici,13,2003,2,1,333,5,9,48,271,324,331,2,0,0,16,16,0,98621,52450895
2,Fabbricazione di attrezzature di uso non domestico per la refrigerazione e la ventilazione; fabbrica,13,1982,9,2,333,4,11,113,205,325,326,7,0,0,17,17,0,525601,35711251
2,"Fabbricazione di cisterne, serbatoi e contenitori in metallo per impieghi di stoccaggio o di produzi",13,1978,4,3,331,7,0,88,236,215,206,125,0,0,0,0,0,440996,55800000
1,Commercio all'ingrosso e al dettaglio di altri autoveicoli,13,1977,6,2,331,5,42,235,49,293,326,5,0,0,15,15,0,508212,107651227
1,Fabbricazione di articoli di calzetteria in maglia,13,1996,1,1,330,4,13,152,161,434,309,21,0,0,70,57,13,556303,72322000
2,Fabbricazione di carta e cartone,13,1986,1,2,330,5,11,69,245,330,315,14,1,0,8,8,0,657216,161990497
2,Fabbricazione di prodotti in calcestruzzo per l'edilizia,13,1963,14,2,330,11,30,112,177,343,318,12,0,0,18,14,4,462815,74200000
1,Commercio all'ingrosso di mezzi ed attrezzature di trasporto,13,1977,0,1,329,5,17,94,213,329,305,15,9,0,3,3,0,950000,74000000
1,Commercio all'ingrosso apparecchiature elettroniche per telecomunicazioni e componenti elettronici,13,1954,7,2,328,16,68,244,0,322,315,13,0,0,25,25,0,72160,280066727
2,Costruzione di linee ferroviarie e metropolitane,13,1998,8,2,326,5,17,50,254,295,273,53,0,0,2,2,0,736800,102358914
1,Altri servizi di supporto alle imprese nca,13,1996,7,2,326,13,33,280,0,305,286,40,0,0,20,20,0,657216,1104978841
2,"Produzione di fette biscottate, biscotti; prodotti di pasticceria conservati",13,1968,2,1,326,7,14,65,240,328,310,14,2,0,25,25,0,554000,96876000
1,Fabbricazione di macchine utensili per la formatura dei metalli (incluse parti e accessori ed esclus,13,2004,5,2,325,9,19,118,179,304,290,17,18,0,8,8,0,530000,86186789
3,Pulizia generale (non specializzata) di edifici,13,2005,1,3,325,0,0,8,317,278,283,12,30,0,295,283,12,197426,4631375
2,"Fabbricazione di stoviglie, pentolame, vasellame, attrezzi da cucina e accessori casalinghi non elet",13,2008,2,1,325,5,11,55,254,284,301,24,0,0,14,14,0,510403,82853357
2,Raccolta di rifiuti solidi non pericolosi,13,1996,2,1,325,1,1,19,304,263,317,8,0,0,5,5,0,505853,46264290
3,Confezione in serie di abbigliamento esterno,13,1982,3,3,325,1,8,65,251,322,257,11,57,0,43,42,1,511888,71000000
2,"Fabbricazione di contatori di elettricità, gas, acqua ed altri liquidi, di bilance analitiche di pr",13,1988,0,2,325,4,11,108,202,332,325,0,0,0,32,32,0,530000,22698540
2,Fabbricazione di robot industriali per usi molteplici (incluse parti e accessori),13,1999,7,3,324,14,16,243,51,293,298,9,17,0,10,10,0,54035375,87189200
4,Intermediazione monetaria di istituti monetari diverse dalle Banche centrali,13,1992,48,1,324,0,91,225,8,343,321,0,3,0,14,14,0,490128,14245408
2,"Fabbricazione di stoviglie, pentolame, vasellame, attrezzi da cucina e accessori casalinghi non elet",13,1964,0,2,323,10,17,72,224,368,322,1,0,0,11,11,0,542970,90921000
1,Consulenza nel settore delle tecnologie dell'informatica,13,1986,4,1,322,3,37,252,30,288,284,8,30,0,9,9,0,503806,23625161
1,Trasporto terrestre di passeggeri in aree urbane e suburbane,13,2002,1,1,322,6,0,63,253,341,253,69,0,0,15,13,2,554503,29785361
4,Raccolta di rifiuti solidi non pericolosi,13,2008,6,3,321,1,0,8,312,286,304,17,0,0,63,46,17,1584,17588222
1,Fabbricazione di tessuti a maglia,13,1962,0,1,321,4,8,99,210,315,314,7,0,0,24,23,1,482494,96093366
2,Fabbricazione di altri mobili per ufficio e negozi,13,2008,4,1,320,4,4,103,209,279,297,23,0,0,13,13,0,503386,45372686
3,Fabbricazione di calzature,13,1972,30,1,320,1,8,86,225,417,294,26,0,0,45,36,9,545000,89645
2,Fabbricazione di piastrelle in ceramica per pavimenti e rivestimenti,13,1968,8,3,319,5,0,110,204,314,299,9,11,0,3,3,0,489403,89158068
2,Fabbricazione di molle,13,1979,1,1,318,3,6,83,226,278,289,15,14,0,10,10,0,964684,54842599
1,Fabbricazione di altre parti ed accessori per autoveicoli e loro motori,13,1990,0,2,317,9,16,108,184,295,315,2,0,0,10,10,0,519980,79993962
1,Fabbricazione di apparecchiature per illuminazione,13,1978,2,1,316,1,8,61,246,319,314,2,0,0,2,2,0,635632,83172198
1,Fabbricazione di medicinali e preparati farmaceutici,13,1968,0,3,313,7,31,197,78,304,295,18,0,0,13,13,0,483008,85200000
2,Tessitura,13,1974,0,1,313,9,7,86,211,318,310,3,0,0,38,38,0,453881,103000000
